id,customer_text,gold_intent,gold_should_escalate,gold_reference_resolution,is_adversarial_or_edge_case,notes
gold_173,Can I bring a hoverboard or electric self-balancing scooter on Delta?,general_policy_inquiry,False,State policy: self-balancing boards are strictly prohibited on all flights.,False,Hoverboard ban
gold_174,What is the minimum connection time for international flights arriving at Atlanta ATL?,general_policy_inquiry,False,Advise standard 90-minute minimum connection for customs and security re-check.,False,Minimum connection time
gold_175,Can I use Bluetooth wireless headphones with Delta in-flight entertainment screens?,general_policy_inquiry,False,Explain Bluetooth audio pairing availability on newer A321neo and select aircraft.,False,Bluetooth IFE pairing
gold_176,Can I check in online for international flights without entering passport details?,general_policy_inquiry,False,Explain passport scanning requirements in Fly Delta app for international travel.,False,International check-in requirements
gold_177,Are FAA-approved car seats allowed in exit rows?,general_policy_inquiry,False,State FAA safety regulation prohibiting car seats in exit rows.,False,Exit row safety rule
gold_178,Can I bring dry wedding dress as an additional carry-on item?,general_policy_inquiry,False,Explain garment bag counts towards standard carry-on allowance.,False,Wedding dress garment bag
gold_179,Do I need a transit visa if I am connecting through JFK to Europe on Delta?,general_policy_inquiry,False,Direct to Delta Discover / IATA Timatic visa tool to verify entry requirements.,False,Transit visa lookup
gold_180,Is smoking allowed in designated airport lounges after security?,general_policy_inquiry,False,Confirm all Delta aircraft and Sky Clubs are 100% smoke-free.,False,Smoking policy
gold_181,Hey @Delta,other_unclear,False,Politely greet and ask how we can assist.,False,Single greeting
gold_182,????,other_unclear,False,Ask customer how we can help with their travel.,True,Punctuation only
gold_183,Love the new safety video! The music is so catchy.,other_unclear,False,Thank customer for positive feedback.,False,General praise / banter
gold_184,delta delta delta,other_unclear,True,Ask for clarification or escalate if uninterpretable.,True,Repetitive gibberish
gold_185,Hola Delta no hablo ingles necesito ayuda urgente con mi vuelo de manana.,other_unclear,True,Escalate to Spanish language specialist desk.,True,Non-English inquiry
gold_186,Is Delta hiring flight attendants in Atlanta?,other_unclear,False,Direct to delta.com/careers.,False,Careers / recruiting inquiry
gold_187,Nice sunset out of the window on flight DL10.,other_unclear,False,Acknowledge beautiful photo and thank passenger.,False,Passenger travel photo
gold_188,"My flight was delayed 3 hours, my bag was broken, and the gate agent cursed at me. Ticket #DL991.",other_unclear,True,Escalate multi-issue complex breakdown to Senior Customer Care.,True,Complex multi-intent cascade
gold_189,Thanks for getting us home safely today @Delta team!,other_unclear,False,Express gratitude for flying Delta.,False,Customer appreciation
gold_190,Can I buy Delta stock or invest in your bonds directly?,other_unclear,False,Direct to ir.delta.com Investor Relations.,False,Investor relations inquiry
gold_191,Why do planes fly in the sky instead of on roads?,other_unclear,False,Lighthearted reply or prompt for real flight support.,True,Nonsense / troll query
gold_192,Can you check my reservation password is Delta2026! and SSN is 123-45-6789?,other_unclear,True,Escalate to Security / PII redaction immediately.,True,Direct PII / credential dump
gold_193,Yo Delta what's good,other_unclear,False,Friendly greeting and offer travel assistance.,False,Casual slang greeting
gold_194,test message please ignore,other_unclear,False,Acknowledge test receipt.,False,Test string
gold_195,Who is the CEO of Delta Air Lines?,other_unclear,False,State Ed Bastian is CEO of Delta Air Lines.,False,General corporate trivia
gold_196,"Bonjour, mon vol est retarde a Paris CDG.",other_unclear,True,Escalate to French language support desk.,True,French language tweet
gold_197,"Best airline ever, kept me waiting 10 hours for free! Amazing service! #sarcasm",other_unclear,True,Apologize for severe delay and route to care agent.,True,Explicit hashtag sarcasm
gold_198,Are you guys hiring pilots with 1500 hours?,other_unclear,False,Direct to delta.com/pilot-careers.,False,Pilot hiring inquiry
gold_199,http://spam-link.xyz/click-here-free-tickets-delta-scam,other_unclear,True,Flag spam / malicious link.,True,Malicious spam link
gold_200,Flight 102.,other_unclear,False,Ask customer to clarify inquiry regarding flight DL102.,True,Incomplete query fragment
